Review	Liked
"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived."	-1
They also have the best cheese crisp in town.	1
"Good value, great food, great service."	1
Couldn't ask for a more satisfying meal.	1
The food is good.	1
It was awesome.	1
I just wanted to leave.	-1
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!	1
I will not be eating there again.	-1
!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!	-1
I checked out this place a couple years ago and was not impressed.	-1
"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy."	-1
"Sorry, I will not be getting food from here anytime soon :("	-1
An absolute must visit!	1
The cow tongue and cheek tacos are amazing.	1
My friend did not like his Bloody Mary.	-1
"Despite how hard I rate businesses, its actually rare for me to give a 1 star."	-1
They really want to make your experience a good one.	1
I will not return.	-1
I had the chicken Pho and it tasted very bland.	-1
Very disappointing!!!	-1
The grilled chicken was so tender and yellow from the saffron seasoning.	1
"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait."	-1
Pretty awesome place.	1
Ambience is perfect.	1
Best of luck to the rude and non-customer service focused new management.	-1
Any grandmother can make a roasted chicken better than this one.	-1
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.	-1
"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!"	1
Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !	1
The roast beef sandwich tasted really good!	1
"Same evening, him and I are both drastically sick."	-1
High-quality chicken on the chicken Caesar salad.	1
Ordered burger rare came in we'll done.	-1
We were promptly greeted and seated.	1
Tried to go here for lunch and it was a madhouse.	-1
"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable."	1
"After waiting an hour and being seated, I was not in the greatest of moods."	-1
This is a good joint.	1
The Macarons here are insanely good.	1
I'm not eating here!	-1
"Our waiter was very attentive, friendly, and informative."	1
Maybe if they weren't cold they would have been somewhat edible.	-1
This place has a lot of promise but fails to deliver.	-1
Very bad Experience!	-1
What a mistake.	-1
Food was average at best.	-1
Great food.	1
We won't be going back anytime soon!	-1
Very Very Disappointed ordered the $35 Big Bay Plater.	-1
Great place to relax and have an awesome burger and beer.	1
It is PERFECT for a sit-down family meal or get together with a few friends.	1
"Not much flavor to them, and very poorly constructed."	-1
The patio seating was very comfortable.	1
The fried rice was dry as well.	-1
Hands down my favorite Italian restaurant!	1
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas."	1
It was just not a fun experience.	1
The atmosphere was great with a lovely duo of violinists playing songs we requested.	1
"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!)."	1
"Very convenient, since we were staying at the MGM!"	1
The owners are super friendly and the staff is courteous.	1
Both great!	1
Eclectic selection.	1
The sweet potato tots were good but the onion rings were perfection or as close as I have had.	1
The staff was very attentive.	1
And the chef was generous with his time (even came around twice so we can take pictures with him).	1
"The owner used to work at Nobu, so this place is really similar for half the price."	1
Google mediocre and I imagine Smashburger will pop up.	-1
dont go here.	-1
I promise they won't disappoint.	1
As a sushi lover avoid this place by all means.	-1
What a great double cheeseburger!	1
Awesome service and food.	1
A fantastic neighborhood gem !!!	1
I can't wait to go back.	1
The plantains were the worst I've ever tasted.	-1
It's a great place and I highly recommend it.	1
Service was slow and not attentive.	-1
"I gave it 5 stars then, and I'm giving it 5 stars now."	1
Your staff spends more time talking to themselves than me.	-1
Dessert: Panna Cotta was amazing.	1
"Very good food, great atmosphere.1"	1
Damn good steak.	1
Total brunch fail.	-1
"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo."	1
"The decor is nice, and the piano music soundtrack is pleasant."	1
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!	1
"Good food , good service ."	1
It was absolutely amazing.	1
"I probably won't be back, to be honest."	-1
will definitely be back!	1
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.	1
"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good."	1
Went for lunch - service was slow.	-1
"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed."	-1
I was mortified.	-1
"Needless to say, we will never be back here again."	-1
"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more."	-1
"The chips that came out were dripping with grease, and mostly not edible."	-1
I wasn't really impressed with Strip Steak.	-1
Have been going since 2007 and every meal has been awesome!!	1
Our server was very nice and attentive as were the other serving staff.	1
The cashier was friendly and even brought the food out to me.	1
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.	-1
The atmosphere here is fun.	1
Would not recommend to others.	-1
"Service is quick and even ""to go"" orders are just like we like it!"	1
"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!"	-1
"That said, our mouths and bellies were still quite pleased."	1
Not my thing.	-1
2 Thumbs Up!!	1
If you are reading this please don't go there.	-1
"I loved the grilled pizza, reminded me of legit Italian pizza."	1
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!	1
They have a really nice atmosphere.	1
Tonight I had the Elk Filet special...and it sucked.	-1
"After one bite, I was hooked."	1
We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.	-1
"Cute, quaint, simple, honest."	1
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.	1
"The food was great as always, compliments to the chef."	1
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.	1
